Time (ms),motor.iabc.a,motor.apiData.velocityReference,motor.idq.q
0.752,-415,12000,644
0.753,-239,12000,667
0.754,-39,12000,613
0.755,1,12000,623
0.756,73,12000,650
0.757,177,12000,620
0.758,377,12000,631
0.759,505,12000,669
0.76,529,12000,691
0.761,577,12000,684
0.762,657,12000,691
0.763,657,12000,656
0.764,625,12000,651
0.765,617,12000,702
0.766,529,12000,622
0.767,481,12000,631
0.768,393,12000,649
0.769,217,12000,628
0.77,89,12000,650
0.771,25,12000,609
0.772,-79,12000,591
0.773,-151,12000,639
0.774,-375,12000,638
0.775,-519,12000,673
0.776,-519,12000,580
0.777,-535,12000,597
0.778,-543,12000,564
0.779,-591,12000,591
0.78,-591,12000,623
0.781,-535,12000,593
0.782,-519,12000,601
0.783,-471,12000,588
0.784,-375,12000,646
0.785,-167,12000,628
0.786,-47,12000,613
0.787,41,12000,601
0.788,65,12000,588
0.789,209,12000,630
0.79,369,12000,655
0.791,473,12000,655
0.792,585,12000,667
0.793,601,12000,661
0.794,633,12000,661
0.795,609,12000,608
0.796,569,12000,603
0.797,529,12000,582
0.798,537,12000,640
0.799,473,12000,620
0.8,297,12000,525
0.801,177,12000,637
0.802,49,12000,586
0.803,1,12000,603
0.804,-47,12000,653
0.805,-215,12000,635
0.806,-375,12000,609
0.807,-487,12000,608
0.808,-559,12000,628
0.809,-559,12000,587
0.81,-519,12000,536
0.811,-559,12000,560
0.812,-551,12000,582
0.8130000000000001,-551,12000,621
0.8140000000000001,-543,12000,637
0.8150000000000001,-487,12000,635
0.8160000000000001,-343,12000,652
0.8170000000000001,-143,12000,636
0.8180000000000001,-39,12000,665
0.8190000000000001,25,12000,620
0.8200000000000001,89,12000,595
0.8210000000000001,265,12000,615
0.8220000000000001,425,12000,625
0.8230000000000001,561,12000,656
0.8240000000000001,529,12000,636
0.8250000000000001,545,12000,622
0.8260000000000001,601,12000,620
0.8270000000000001,633,12000,640
0.8280000000000001,601,12000,648
0.8290000000000001,505,12000,584
0.8300000000000001,481,12000,609
0.8310000000000001,433,12000,566
0.8320000000000001,281,12000,588
0.833,153,12000,653
0.834,57,12000,611
0.835,-7,12000,644
0.836,-79,12000,692
0.837,-215,12000,665
0.838,-447,12000,643
0.839,-503,12000,599
0.84,-559,12000,612
0.841,-575,12000,613
0.842,-591,12000,597
0.843,-551,12000,555
0.844,-527,12000,570
0.845,-535,12000,611
0.846,-559,12000,676
0.847,-431,12000,592
0.848,-271,12000,580
0.849,-95,12000,625
0.85,9,12000,617
0.851,33,12000,606
0.852,97,12000,607
0.853,273,12000,573
0.854,433,12000,615
0.855,513,12000,652
0.856,553,12000,644
0.857,577,12000,633
0.858,593,12000,599
0.859,633,12000,646
0.86,625,12000,684
0.861,497,12000,566
0.862,481,12000,578
0.863,425,12000,604
0.864,217,12000,534
0.865,105,12000,606
0.866,49,12000,643
0.867,33,12000,688
0.868,-119,12000,634
0.869,-319,12000,627
0.87,-503,12000,650
0.871,-503,12000,568
0.872,-503,12000,569
0.873,-511,12000,552
0.874,-543,12000,547
0.875,-591,12000,611
0.876,-535,12000,597
0.877,-519,12000,593
0.878,-455,12000,549
0.879,-383,12000,574
0.88,-207,12000,594
0.881,-63,12000,576
0.882,9,12000,582
0.883,49,12000,551
0.884,153,12000,609
0.885,329,12000,574
0.886,441,12000,619
0.887,529,12000,632
0.888,569,12000,637
0.889,625,12000,659
0.89,625,12000,625
0.891,569,12000,588
0.892,561,12000,618
0.893,497,12000,570
0.894,457,12000,579
0.895,345,12000,538
0.896,233,12000,659
0.897,121,12000,693
0.898,49,12000,707
0.899,-39,12000,625
0.9,-143,12000,598
0.901,-335,12000,565
0.902,-511,12000,604
0.903,-511,12000,606
0.904,-495,12000,544
0.905,-503,12000,526
0.906,-551,12000,551
0.907,-535,12000,560
0.908,-527,12000,584
0.909,-495,12000,563
0.91,-439,12000,526
0.911,-375,12000,623
0.912,-159,12000,561
0.913,-15,12000,579
0.914,33,12000,541
0.915,25,12000,603
0.916,153,12000,664
0.917,345,12000,615
0.918,505,12000,626
0.919,521,12000,613
0.92,529,12000,610
0.921,609,12000,632
0.922,569,12000,568
0.923,617,12000,654
0.924,513,12000,586
0.925,433,12000,495
0.926,457,12000,596
0.927,289,12000,509
0.928,193,12000,642
0.929,81,12000,609
0.93,17,12000,557
0.931,-55,12000,597
0.932,-191,12000,604
0.933,-375,12000,586
0.934,-479,12000,567
0.935,-519,12000,558
0.936,-511,12000,545
0.937,-519,12000,530
0.9380000000000001,-487,12000,486
0.9390000000000001,-519,12000,553
0.9400000000000001,-527,12000,601
0.9410000000000001,-543,12000,643
0.9420000000000001,-447,12000,585
0.9430000000000001,-303,12000,573
0.9440000000000001,-111,12000,564
0.9450000000000001,-31,12000,594
0.9460000000000001,25,12000,573
0.9470000000000001,89,12000,541
0.9480000000000001,249,12000,567
0.9490000000000001,377,12000,589
0.9500000000000001,457,12000,630
0.9510000000000001,481,12000,609
0.9520000000000001,529,12000,592
0.9530000000000001,585,12000,592
0.9540000000000001,577,12000,582
0.9550000000000001,545,12000,585
0.9560000000000001,465,12000,521
0.9570000000000001,457,12000,542
0.9580000000000001,393,12000,522
0.9590000000000001,273,12000,548
0.96,137,12000,578
0.961,41,12000,591
0.962,25,12000,614
0.963,-71,12000,597
0.964,-263,12000,588
0.965,-431,12000,604
0.966,-487,12000,551
0.967,-487,12000,564
0.968,-479,12000,530
0.969,-527,12000,538
0.97,-567,12000,577
0.971,-519,12000,566
0.972,-535,12000,616
0.973,-447,12000,525
0.974,-423,12000,583
0.975,-239,12000,565
0.976,-87,12000,548
0.977,-7,12000,571
0.978,33,12000,541
0.979,105,12000,597
0.98,273,12000,565
0.981,401,12000,594
0.982,505,12000,602
0.983,545,12000,622
0.984,577,12000,623
0.985,561,12000,571
0.986,545,12000,550
0.987,545,12000,588
0.988,497,12000,571
0.989,457,12000,557
0.99,385,12000,546
0.991,289,12000,653
0.992,145,12000,683
0.993,65,12000,709
0.994,-23,12000,589
0.995,-103,12000,602
0.996,-295,12000,555
0.997,-471,12000,601
0.998,-495,12000,609
0.999,-471,12000,540
1.0,-503,12000,531
1.0010000000000001,-535,12000,537
1.002,-551,12000,567
1.0030000000000001,-535,12000,587
1.004,-495,12000,565
1.0050000000000001,-447,12000,515
1.006,-375,12000,551
1.0070000000000001,-191,12000,529
1.008,-47,12000,554
1.0090000000000001,17,12000,540
1.01,9,12000,578
1.0110000000000001,105,12000,636
1.012,305,12000,557
1.0130000000000001,465,12000,576
1.014,489,12000,586
1.0150000000000001,513,12000,588
1.016,569,12000,617
1.0170000000000001,569,12000,571
1.018,561,12000,571
1.0190000000000001,505,12000,563
1.02,465,12000,543
1.0210000000000001,449,12000,577
1.022,345,12000,546
1.0230000000000001,161,12000,491
1.024,57,12000,561
1.025,17,12000,568
1.026,-7,12000,621
1.027,-159,12000,561
1.028,-343,12000,581
1.029,-455,12000,541
1.03,-511,12000,564
1.031,-471,12000,513
1.032,-487,12000,505
1.033,-503,12000,503
1.034,-503,12000,525
1.035,-463,12000,504
1.036,-479,12000,555
1.037,-423,12000,509
1.038,-303,12000,503
1.039,-143,12000,528
1.04,-71,12000,631
1.041,-7,12000,555
1.042,41,12000,552
1.043,169,12000,492
1.044,337,12000,552
1.045,465,12000,600
1.046,473,12000,583
1.047,513,12000,589
1.048,561,12000,577
1.049,561,12000,561
1.05,593,12000,632
1.051,521,12000,610
1.052,441,12000,509
1.053,433,12000,570
1.054,313,12000,534
1.055,169,12000,551
1.056,57,12000,564
1.057,17,12000,539
1.058,-63,12000,522
1.059,-175,12000,581
1.06,-343,12000,560
1.061,-423,12000,491
1.062,-447,12000,518
1.063,-447,12000,507
1.064,-471,12000,489
1.065,-519,12000,522
1.066,-495,12000,530
1.067,-495,12000,552
1.068,-439,12000,502
1.069,-431,12000,561
1.07,-287,12000,548
1.071,-127,12000,578
1.072,-31,12000,548
1.073,33,12000,533
1.074,81,12000,545
1.075,217,12000,519
1.076,353,12000,563
1.077,473,12000,580
1.078,521,12000,599
1.079,537,12000,590
1.08,521,12000,541
1.081,529,12000,531
1.082,521,12000,558
1.083,481,12000,531
1.084,433,12000,515
1.085,393,12000,516
1.086,305,12000,596
1.087,161,12000,623
1.088,49,12000,642
1.089,-7,12000,553
1.09,-31,12000,566
1.091,-239,12000,573
1.092,-439,12000,560
1.093,-519,12000,610
1.094,-487,12000,542
1.095,-479,12000,520
1.096,-535,12000,542
1.097,-511,12000,513
1.098,-543,12000,597
1.099,-455,12000,502
1.1,-447,12000,520
1.101,-439,12000,573
1.102,-287,12000,604
1.103,-103,12000,569
1.104,-23,12000,545
1.105,9,12000,554
1.106,97,12000,591
1.107,225,12000,568
1.108,385,12000,554
1.109,465,12000,573
1.11,521,12000,577
1.111,545,12000,602
1.112,569,12000,574
1.113,569,12000,579
1.114,497,12000,544
1.115,489,12000,579
1.116,425,12000,498
1.117,393,12000,542
1.118,273,12000,580
1.119,105,12000,551
1.12,57,12000,594
1.121,-15,12000,567
1.122,-95,12000,588
1.123,-255,12000,572
1.124,-415,12000,553
1.125,-527,12000,587
1.1260000000000001,-479,12000,525
1.127,-487,12000,524
1.1280000000000001,-471,12000,476
1.129,-511,12000,522
1.1300000000000001,-495,12000,541
1.131,-487,12000,565
1.1320000000000001,-455,12000,538
1.133,-367,12000,514
1.1340000000000001,-207,12000,518
1.135,-111,12000,613
1.1360000000000001,-15,12000,523
1.137,33,12000,523
1.1380000000000001,89,12000,520
1.139,273,12000,565
1.1400000000000001,433,12000,567
1.141,465,12000,569
1.1420000000000001,513,12000,585
1.143,529,12000,565
1.1440000000000001,585,12000,588
1.145,561,12000,570
1.1460000000000001,513,12000,576
1.147,513,12000,603
1.1480000000000001,465,12000,596
1.149,369,12000,558
1.1500000000000001,225,12000,584
1.151,65,12000,520
1.1520000000000001,17,12000,531
1.153,-31,12000,520
1.154,-79,12000,588
1.155,-303,12000,531
1.156,-431,12000,497
1.157,-479,12000,519
1.158,-471,12000,528
1.159,-487,12000,510
1.16,-495,12000,495
1.161,-495,12000,515
1.162,-495,12000,546
1.163,-431,12000,491
1.164,-439,12000,517
1.165,-343,12000,524
1.166,-191,12000,555
1.167,-63,12000,577
1.168,-15,12000,569
1.169,41,12000,554
1.17,145,12000,506
1.171,305,12000,565
1.172,449,12000,567
1.173,513,12000,592
1.174,521,12000,593
1.175,497,12000,542
1.176,553,12000,554
1.177,529,12000,548
1.178,513,12000,566
1.179,489,12000,606
1.18,425,12000,530
1.181,329,12000,506
1.182,193,12000,530
1.183,89,12000,578
1.184,9,12000,508
1.185,-55,12000,527
1.186,-151,12000,588
1.187,-343,12000,535
1.188,-471,12000,567
1.189,-455,12000,490
1.19,-439,12000,483
1.191,-487,12000,508
1.192,-503,12000,503
1.193,-463,12000,480
1.194,-463,12000,521
1.195,-439,12000,504
1.196,-431,12000,524
1.197,-351,12000,568
1.198,-143,12000,538
1.199,-63,12000,579
1.2,17,12000,504
1.201,73,12000,522
1.202,137,12000,531
1.203,281,12000,525
1.204,417,12000,547
1.205,465,12000,559
1.206,505,12000,562
1.207,545,12000,567
1.208,593,12000,594
1.209,505,12000,526
1.21,481,12000,527
1.211,417,12000,477
1.212,401,12000,507
1.213,281,12000,517
1.214,89,12000,445
1.215,49,12000,521
1.216,-7,12000,535
1.217,-23,12000,555
1.218,-143,12000,578
1.219,-343,12000,559
1.22,-439,12000,572
1.221,-455,12000,503
1.222,-479,12000,512
1.223,-495,12000,506
1.224,-527,12000,528
1.225,-519,12000,552
1.226,-471,12000,528
1.227,-455,12000,526
1.228,-407,12000,508
1.229,-303,12000,541
1.23,-135,12000,576
1.231,-23,12000,524
1.232,25,12000,490
1.233,81,12000,473
1.234,217,12000,519
1.235,321,12000,559
1.236,425,12000,551
1.237,465,12000,563
1.238,513,12000,566
1.239,553,12000,571
1.24,537,12000,536
1.241,457,12000,485
1.242,513,12000,596
1.243,449,12000,545
1.244,409,12000,555
1.245,249,12000,492
1.246,121,12000,527
1.247,65,12000,607
1.248,33,12000,612
1.249,-47,12000,589
1.25,-207,12000,551
1.2510000000000001,-375,12000,513
1.252,-471,12000,572
1.2530000000000001,-471,12000,551
1.254,-463,12000,505
1.2550000000000001,-495,12000,500
1.256,-511,12000,516
1.2570000000000001,-455,12000,485
1.258,-471,12000,521
1.2590000000000001,-447,12000,521
1.26,-431,12000,566
1.2610000000000001,-287,12000,572
1.262,-119,12000,572
1.2630000000000001,-7,12000,523
1.264,33,12000,487
1.2650000000000001,81,12000,481
1.266,217,12000,560
1.2670000000000001,353,12000,556
1.268,441,12000,575
1.2690000000000001,473,12000,571
1.27,529,12000,568
1.2710000000000001,553,12000,569
1.272,561,12000,565
1.2730000000000001,521,12000,566
1.274,441,12000,489
1.2750000000000001,425,12000,499
1.276,401,12000,517
1.2770000000000001,249,12000,516
1.278,169,12000,623
1.2790000000000001,41,12000,536
1.28,25,12000,559
1.281,-71,12000,553
1.282,-223,12000,524
1.283,-423,12000,530
1.284,-455,12000,496
1.285,-439,12000,509
1.286,-431,12000,479
1.287,-431,12000,440
1.288,-471,12000,479
1.289,-463,12000,519
1.29,-423,12000,482
1.291,-479,12000,579
1.292,-391,12000,513
1.293,-191,12000,444
1.294,-95,12000,562
1.295,1,12000,510
1.296,25,12000,536
1.297,57,12000,548
1.298,185,12000,560
1.299,385,12000,541
1.3,473,12000,559
1.301,513,12000,568
1.302,529,12000,567
1.303,513,12000,523
1.304,529,12000,535
1.305,505,12000,542
1.306,417,12000,479
1.307,393,12000,485
1.308,393,12000,548
1.309,233,12000,516
1.31,97,12000,527
1.311,49,12000,551
1.312,9,12000,550
1.313,-79,12000,504
1.314,-271,12000,531
1.315,-455,12000,526
1.316,-415,12000,454
1.317,-399,12000,462
1.318,-431,12000,464
1.319,-503,12000,502
1.32,-511,12000,524
1.321,-471,12000,514
1.322,-447,12000,510
1.323,-439,12000,520
1.324,-383,12000,545
1.325,-207,12000,518
1.326,-71,12000,536
1.327,1,12000,494
1.328,57,12000,484
1.329,89,12000,520
1.33,241,12000,525
1.331,353,12000,535
1.332,457,12000,554
1.333,489,12000,566
1.334,521,12000,556
1.335,497,12000,502
1.336,489,12000,503
1.337,473,12000,519
1.338,433,12000,492
1.339,417,12000,511
1.34,321,12000,470
1.341,233,12000,575
1.342,105,12000,580
1.343,49,12000,616
1.344,-7,12000,540
1.345,-87,12000,534
1.346,-271,12000,547
1.347,-431,12000,551
1.348,-495,12000,559
1.349,-471,12000,504
1.35,-439,12000,476
1.351,-487,12000,492
1.352,-471,12000,483
1.353,-479,12000,527
1.354,-463,12000,547
1.355,-407,12000,489
1.356,-375,12000,543
1.357,-183,12000,521
1.358,-55,12000,569
1.359,-7,12000,536
1.36,17,12000,510
1.361,121,12000,564
1.362,257,12000,525
1.363,393,12000,545
1.364,425,12000,551
1.365,473,12000,550
1.366,521,12000,564
1.367,537,12000,538
1.368,529,12000,543
1.369,505,12000,566
1.37,481,12000,562
1.371,441,12000,525
1.372,353,12000,525
1.373,225,12000,526
1.374,97,12000,575
1.375,41,12000,555
1.3760000000000001,1,12000,580
1.377,-103,12000,573
1.3780000000000001,-271,12000,571
1.379,-407,12000,533
1.3800000000000001,-503,12000,536
1.381,-455,12000,494
1.3820000000000001,-471,12000,494
1.383,-439,12000,441
1.3840000000000001,-455,12000,470
1.385,-471,12000,528
1.3860000000000001,-455,12000,518
1.387,-423,12000,511
1.3880000000000001,-319,12000,491
1.389,-167,12000,532
1.3900000000000001,-63,12000,550
1.391,-7,12000,509
1.3920000000000001,65,12000,462
1.393,145,12000,462
1.3940000000000001,305,12000,534
1.395,393,12000,566
1.3960000000000001,425,12000,561
1.397,481,12000,551
1.3980000000000001,537,12000,563
1.399,545,12000,546
1.4000000000000001,577,12000,601
1.401,457,12000,518
1.4020000000000001,401,12000,465
1.403,401,12000,491
1.4040000000000001,337,12000,545
1.405,161,12000,507
1.4060000000000001,49,12000,518
1.407,25,12000,554
1.408,-15,12000,526
1.409,-111,12000,536
1.41,-303,12000,509
1.411,-407,12000,454
1.412,-423,12000,505
1.413,-407,12000,480
1.414,-455,12000,478
1.415,-471,12000,470
1.416,-495,12000,529
1.417,-455,12000,521
1.418,-407,12000,448
1.419,-423,12000,504
1.42,-327,12000,506
1.421,-191,12000,572
1.422,-23,12000,520
1.423,-23,12000,555
1.424,57,12000,520
1.425,121,12000,518
1.426,305,12000,542
1.427,425,12000,528
1.428,505,12000,583
1.429,473,12000,556
1.43,481,12000,525
1.431,505,12000,506
1.432,513,12000,533
1.433,521,12000,586
1.434,433,12000,501
1.435,377,12000,470
1.436,337,12000,530
1.437,153,12000,467
1.438,57,12000,526
1.439,-31,12000,446
1.44,9,12000,507
1.441,-127,12000,523
1.442,-303,12000,532
1.443,-399,12000,533
1.444,-415,12000,470
1.445,-455,12000,476
1.446,-495,12000,504
1.447,-487,12000,487
1.448,-423,12000,438
1.449,-407,12000,447
1.45,-423,12000,486
1.451,-455,12000,551
1.452,-319,12000,527
1.453,-159,12000,535
1.454,-31,12000,519
1.455,25,12000,490
1.456,41,12000,544
1.457,169,12000,492
1.458,321,12000,490
1.459,433,12000,531
1.46,433,12000,548
1.461,449,12000,537
1.462,481,12000,509
1.463,513,12000,513
1.464,489,12000,517
1.465,473,12000,539
1.466,441,12000,526
1.467,393,12000,493
1.468,249,12000,407
1.469,113,12000,466
1.47,41,12000,488
1.471,17,12000,512
1.472,17,12000,544
1.473,-143,12000,494
1.474,-303,12000,540
1.475,-455,12000,537
1.476,-431,12000,479
1.477,-439,12000,493
1.478,-415,12000,443
1.479,-503,12000,503
1.48,-503,12000,537
1.481,-479,12000,540
1.482,-423,12000,490
1.483,-391,12000,466
1.484,-311,12000,527
1.485,-183,12000,591
1.486,-47,12000,549
1.487,-7,12000,518
1.488,73,12000,467
1.489,153,12000,511
1.49,313,12000,528
1.491,401,12000,529
1.492,441,12000,547
1.493,465,12000,534
1.494,513,12000,536
1.495,521,12000,521
1.496,481,12000,507
1.497,473,12000,529
1.498,417,12000,508
1.499,369,12000,453
1.5,281,12000,447
1.5010000000000001,137,12000,478
1.502,57,12000,536
1.5030000000000001,81,12000,614
1.504,-31,12000,572
1.5050000000000001,-175,12000,497
1.506,-351,12000,490
1.5070000000000001,-447,12000,541
1.508,-495,12000,553
1.5090000000000001,-431,12000,484
1.51,-471,12000,487
1.5110000000000001,-495,12000,495
1.512,-471,12000,493
1.5130000000000001,-439,12000,484
1.514,-439,12000,514
1.5150000000000001,-423,12000,540
1.516,-343,12000,598
1.5170000000000001,-119,12000,517
1.518,-15,12000,526
1.5190000000000001,17,12000,486
1.52,33,12000,500
1.5210000000000001,145,12000,563
1.522,305,12000,534
1.5230000000000001,449,12000,557
1.524,449,12000,545
1.5250000000000001,449,12000,533
1.526,529,12000,559
1.5270000000000001,513,12000,513
1.528,577,12000,614
1.5290000000000001,473,12000,544
1.53,401,12000,459
1.5310000000000001,417,12000,552
1.532,265,12000,446
1.5330000000000001,169,12000,542
1.534,65,12000,534
1.5350000000000001,17,12000,503
1.536,-31,12000,553
1.537,-135,12000,554
1.538,-295,12000,540
1.539,-431,12000,498
1.54,-487,12000,499
1.541,-447,12000,471
1.542,-431,12000,445
1.543,-431,12000,431
1.544,-423,12000,447
1.545,-471,12000,531
1.546,-463,12000,541
1.547,-423,12000,514
1.548,-247,12000,430
1.549,-127,12000,515
1.55,-39,12000,553
1.551,1,12000,532
1.552,49,12000,503
1.553,153,12000,468
1.554,329,12000,529
1.555,449,12000,544
1.556,433,12000,542
1.557,481,12000,548
1.558,513,12000,534
1.559,537,12000,537
1.56,521,12000,552
1.561,441,12000,518
1.562,433,12000,527
1.563,393,12000,512
1.564,289,12000,525
1.565,137,12000,531
1.566,25,12000,485
1.567,25,12000,517
1.568,-7,12000,534
1.569,-143,12000,527
1.57,-367,12000,500
1.571,-431,12000,447
1.572,-375,12000,455
1.573,-423,12000,464
1.574,-463,12000,478
1.575,-463,12000,464
1.576,-447,12000,475
1.577,-407,12000,447
1.578,-415,12000,475
1.579,-431,12000,536
1.58,-263,12000,453
1.581,-135,12000,531
1.582,-15,12000,490
1.583,41,12000,481
1.584,65,12000,498
1.585,129,12000,514
1.586,289,12000,541
1.587,409,12000,545
1.588,489,12000,571
1.589,465,12000,530
1.59,473,12000,499
1.591,489,12000,489
1.592,529,12000,567
1.593,489,12000,555
1.594,385,12000,445
1.595,369,12000,465
1.596,305,12000,518
1.597,169,12000,568
1.598,49,12000,521
1.599,9,12000,489
1.6,-15,12000,523
1.601,-151,12000,551
1.602,-319,12000,534
1.603,-479,12000,553
1.604,-391,12000,473
1.605,-423,12000,478
1.606,-487,12000,507
1.607,-519,12000,520
1.608,-495,12000,518
1.609,-479,12000,541
1.61,-471,12000,540
1.611,-479,12000,603
1.612,-319,12000,550
1.613,-159,12000,561
1.614,-31,12000,537
1.615,33,12000,495
1.616,65,12000,571
1.617,177,12000,533
1.618,353,12000,546
1.619,481,12000,585
1.62,481,12000,613
1.621,537,12000,628
1.622,545,12000,582
1.623,585,12000,585
1.624,577,12000,605
1.625,569,12000,638
1.6260000000000001,529,12000,617
1.627,465,12000,587
1.6280000000000001,337,12000,537
1.629,209,12000,620
1.6300000000000001,97,12000,646
1.631,17,12000,660
1.6320000000000001,-31,12000,638
1.633,-119,12000,682
1.6340000000000001,-391,12000,676
1.635,-567,12000,710
1.6360000000000001,-503,12000,634
1.637,-559,12000,634
1.6380000000000001,-631,12000,650
1.639,-703,12000,702
1.6400000000000001,-663,12000,678
1.641,-615,12000,663
1.6420000000000001,-591,12000,676
1.643,-567,12000,689
1.6440000000000001,-503,12000,740
1.645,-287,12000,686
1.6460000000000001,-103,12000,695
1.647,-23,12000,739
1.6480000000000001,49,12000,727
1.649,145,12000,798
1.6500000000000001,313,12000,776
1.651,521,12000,788
1.6520000000000001,625,12000,808
1.653,689,12000,816
1.6540000000000001,769,12000,839
1.655,785,12000,802
1.6560000000000001,809,12000,814
1.657,745,12000,776
1.6580000000000001,785,12000,897
1.659,681,12000,828
1.6600000000000001,569,12000,752
1.661,481,12000,892
1.6620000000000001,225,12000,800
1.663,153,12000,935
1.6640000000000001,41,12000,922
1.665,-111,12000,841
1.666,-303,12000,887
1.667,-495,12000,908
1.668,-695,12000,915
1.669,-743,12000,858
1.67,-791,12000,850
1.671,-879,12000,903
1.672,-839,12000,840
1.673,-839,12000,857
1.674,-815,12000,884
1.675,-831,12000,971
1.676,-823,12000,1028
1.677,-663,12000,969
1.678,-375,12000,878
1.679,-175,12000,932
1.68,-55,12000,989
1.681,57,12000,999
1.682,161,12000,1027
1.683,361,12000,972
1.684,641,12000,1032
1.685,801,12000,1043
1.686,889,12000,1038
1.687,945,12000,1043
1.688,993,12000,1020
1.689,1097,12000,1098
1.69,1009,12000,1035
1.691,913,12000,1004
1.692,881,12000,1028
1.693,801,12000,1022
1.694,665,12000,1085
1.695,433,12000,1099
1.696,209,12000,1094
1.697,25,12000,1024
1.698,-71,12000,1044
1.699,-255,12000,1138
1.7,-471,12000,1109
1.701,-727,12000,1067
1.702,-887,12000,1118
1.703,-951,12000,1109
1.704,-1007,12000,1092
1.705,-1095,12000,1106
1.706,-1167,12000,1171
1.707,-1127,12000,1179
1.708,-1031,12000,1137
1.709,-959,12000,1128
1.71,-887,12000,1132
1.711,-743,12000,1228
1.712,-487,12000,1262
1.713,-207,12000,1221
1.714,-47,12000,1216
1.715,89,12000,1212
1.716,313,12000,1284
1.717,577,12000,1238
1.718,841,12000,1247
1.719,1001,12000,1266
1.72,1105,12000,1269
1.721,1185,12000,1298
1.722,1265,12000,1290
1.723,1289,12000,1290
1.724,1217,12000,1270
1.725,1169,12000,1312
1.726,1057,12000,1246
1.727,953,12000,1257
1.728,769,12000,1254
1.729,529,12000,1323
1.73,281,12000,1357
1.731,121,12000,1399
1.732,-63,12000,1379
1.733,-303,12000,1313
1.734,-615,12000,1390
1.735,-903,12000,1399
1.736,-1055,12000,1361
1.737,-1143,12000,1355
1.738,-1255,12000,1357
1.739,-1383,12000,1414
1.74,-1399,12000,1398
1.741,-1367,12000,1400
1.742,-1319,12000,1426
1.743,-1263,12000,1456
1.744,-1183,12000,1479
1.745,-983,12000,1430
1.746,-719,12000,1476
1.747,-399,12000,1481
1.748,-143,12000,1507
1.749,33,12000,1502
1.75,225,12000,1470
1.7510000000000001,521,12000,1548
1.752,841,12000,1512
1.7530000000000001,1097,12000,1512
1.754,1265,12000,1509
1.7550000000000001,1329,12000,1512
1.756,1489,12000,1580
1.7570000000000001,1529,12000,1539
1.758,1521,12000,1527
1.7590000000000001,1457,12000,1533
1.76,1401,12000,1570
1.7610000000000001,1281,12000,1538
1.762,1137,12000,1544
1.7630000000000001,889,12000,1522
1.764,561,12000,1522
1.7650000000000001,305,12000,1601
1.766,89,12000,1627
1.7670000000000001,-103,12000,1636
1.768,-375,12000,1647
1.7690000000000001,-727,12000,1670
1.77,-1039,12000,1683
1.7710000000000001,-1255,12000,1599
1.772,-1383,12000,1622
1.7730000000000001,-1463,12000,1612
1.774,-1575,12000,1628
1.7750000000000001,-1671,12000,1670
1.776,-1607,12000,1639
1.7770000000000001,-1591,12000,1706
1.778,-1423,12000,1623
1.7790000000000001,-1351,12000,1666
1.78,-1167,12000,1690
1.7810000000000001,-887,12000,1708
1.782,-535,12000,1710
1.7830000000000001,-215,12000,1720
1.784,9,12000,1691
1.7850000000000001,241,12000,1667
1.786,521,12000,1820
1.7870000000000001,881,12000,1741
1.788,1193,12000,1736
1.7890000000000001,1409,12000,1748
1.79,1561,12000,1776
1.7910000000000001,1689,12000,1834
1.792,1753,12000,1798
1.793,1801,12000,1801
1.794,1737,12000,1780
1.795,1673,12000,1812
1.796,1553,12000,1809
1.797,1353,12000,1712
1.798,1209,12000,1809
1.799,929,12000,1859
1.8,521,12000,1775
1.801,273,12000,1889
1.802,17,12000,1861
1.803,-263,12000,1846
1.804,-567,12000,1929
1.805,-927,12000,1899
1.806,-1239,12000,1843
1.807,-1495,12000,1881
1.808,-1631,12000,1894
1.809,-1719,12000,1864
1.81,-1855,12000,1886
1.811,-1911,12000,1911
1.812,-1879,12000,1926
1.813,-1759,12000,1901
1.814,-1655,12000,1904
1.815,-1519,12000,1897
1.816,-1375,12000,2006
1.817,-1015,12000,1972
1.818,-623,12000,1988
1.819,-263,12000,1974
1.82,9,12000,1949
1.821,241,12000,2050
1.822,577,12000,1992
1.823,953,12000,1981
1.824,1337,12000,2025
1.825,1545,12000,2069
1.826,1721,12000,2057
1.827,1857,12000,2049
1.828,1993,12000,2053
1.829,2065,12000,2068
1.83,2073,12000,2106
1.831,1873,12000,2004
1.832,1737,12000,1971
1.833,1617,12000,1988
1.834,1449,12000,2028
1.835,1153,12000,2034
1.836,769,12000,2055
1.837,409,12000,2061
1.838,137,12000,2128
1.839,-119,12000,2153
1.84,-471,12000,2083
1.841,-815,12000,2164
1.842,-1255,12000,2118
1.843,-1583,12000,2129
1.844,-1751,12000,2075
1.845,-1863,12000,2075
1.846,-2023,12000,2121
1.847,-2111,12000,2119
1.848,-2119,12000,2132
1.849,-1999,12000,2077
1.85,-1887,12000,2079
1.851,-1791,12000,2123
1.852,-1607,12000,2107
1.853,-1319,12000,2092
1.854,-935,12000,2103
1.855,-591,12000,2218
1.856,-207,12000,2129
1.857,49,12000,2121
1.858,401,12000,2058
1.859,729,12000,2124
1.86,1113,12000,2157
1.861,1441,12000,2093
1.862,1681,12000,2135
1.863,1865,12000,2137
1.864,1985,12000,2137
1.865,2097,12000,2132
1.866,2073,12000,2073
1.867,2049,12000,2101
1.868,2017,12000,2204
1.869,1769,12000,2025
1.87,1617,12000,2031
1.871,1425,12000,2094
1.872,1089,12000,2116
1.873,705,12000,2153
